order_acknowledged_at,order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,country,city,type_of_food
2015-06-02 17:10:28.452056+01:00,17.3,355,3,887,UK,London,american
2015-06-04 13:43:34.319650+01:00,24.8,355,4,914,UK,London,american
2015-06-08 14:19:57.795250+01:00,16.4,355,3,1436,UK,London,american
2015-06-08 14:31:58.714099+01:00,49.1,355,2,1532,UK,London,american
2015-06-10 21:19:07.685371+01:00,26.8,355,5,1128,UK,London,american
2015-06-11 18:21:39.606685+01:00,19.05,355,4,657,UK,London,american
2015-06-14 16:48:42.130328+01:00,38.4,355,5,1390,UK,London,american
2015-06-15 14:38:08.154562+01:00,13.15,355,3,1260,UK,London,american
2015-06-16 19:36:22.388853+01:00,17.15,355,3,1162,UK,London,american
2015-06-20 22:17:28.987216+01:00,28.4,355,4,1795,UK,London,american
2015-06-22 15:21:42.565041+01:00,17.9,355,3,2042,UK,London,american
2015-06-22 21:57:49.200051+01:00,17.75,355,3,1602,UK,London,american
2015-06-26 20:15:20.857781+01:00,17.1,355,2,742,UK,London,american
2015-06-26 23:05:49.387046+01:00,27.55,355,6,2444,UK,London,american
2015-06-27 20:06:50.503731+01:00,42.85,355,6,1118,UK,London,american
2015-06-29 13:53:36.499230+01:00,20.75,355,4,560,UK,London,american
2015-06-02 17:11:36.205303+01:00,21.65,1713,9,892,UK,London,british
2015-06-03 19:50:29.529417+01:00,24.5,1713,6,900,UK,London,british
2015-06-03 22:08:05.467379+01:00,15.15,1713,6,760,UK,London,british
2015-06-04 18:05:42.752994+01:00,25.6,1713,10,993,UK,London,british
2015-06-04 18:24:52.941750+01:00,45.2,1713,7,1017,UK,London,british
2015-06-04 18:51:49.818604+01:00,17.7,1713,4,5559,UK,London,british
2015-06-05 17:47:36.400728+01:00,24.0,1713,4,3578,UK,London,british
2015-06-07 19:39:16.555943+01:00,67.8,1713,8,1092,UK,London,british
2015-06-08 20:46:41.367353+01:00,21.1,1713,4,745,UK,London,british
2015-06-08 21:13:18.534112+01:00,15.5,1713,4,619,UK,London,british
2015-06-10 17:49:39.300650+01:00,15.3,1713,4,599,UK,London,british
2015-06-13 22:20:03.979170+01:00,24.7,1713,2,941,UK,London,british
2015-06-14 16:37:56.124948+01:00,21.2,1713,5,700,UK,London,british
2015-06-14 21:03:13.755373+01:00,8.7,1713,4,518,UK,London,british
2015-06-15 17:06:02.682824+01:00,20.2,1713,4,38,UK,London,british
2015-06-15 17:06:05.493717+01:00,15.7,1713,3,810,UK,London,british
2015-06-15 18:43:36.859168+01:00,16.9,1713,4,976,UK,London,british
2015-06-17 20:48:20.243369+01:00,21.2,1713,4,519,UK,London,british
2015-06-18 19:07:02.373502+01:00,37.9,1713,7,876,UK,London,british
2015-06-20 19:10:17.189599+01:00,31.6,1713,6,2134,UK,London,british
2015-06-20 20:28:45.382723+01:00,19.6,1713,6,751,UK,London,british
2015-06-20 20:37:09.803859+01:00,19.9,1713,5,705,UK,London,british
2015-06-20 21:05:47.437719+01:00,26.1,1713,9,680,UK,London,british
2015-06-20 22:14:37.702551+01:00,7.7,1713,4,735,UK,London,british
2015-06-20 22:34:27.111514+01:00,17.8,1713,2,881,UK,London,british
2015-06-20 23:16:09.939588+01:00,15.5,1713,4,553,UK,London,british
2015-06-23 17:21:04.644559+01:00,14.15,1713,6,699,UK,London,british
2015-06-23 21:54:58.889971+01:00,39.6,1713,3,508,UK,London,british
2015-06-23 23:00:33.292244+01:00,21.05,1713,5,488,UK,London,british
2015-06-25 16:50:19.228457+01:00,15.3,1713,3,689,UK,London,british
2015-06-25 21:19:40.567786+01:00,13.25,1713,4,447,UK,London,british
2015-06-26 17:21:33.693412+01:00,17.3,1713,4,10747,UK,London,british
2015-06-26 18:07:40.386607+01:00,15.15,1713,6,2796,UK,London,british
2015-06-28 19:29:51.892065+01:00,44.1,1713,11,7121,UK,London,british
2015-06-28 20:20:01.547479+01:00,19.6,1713,6,3437,UK,London,british
2015-06-29 19:11:57.357023+01:00,20.3,1713,5,729,UK,London,british
2015-06-29 20:11:19.665087+01:00,15.6,1713,2,578,UK,London,british
2015-06-02 17:17:14.735091+01:00,29.0,259,7,556,UK,London,burgers
2015-06-02 20:13:44.071627+01:00,34.6,259,6,866,UK,London,burgers
2015-06-03 13:55:18.373598+01:00,20.45,259,3,894,UK,London,burgers
2015-06-03 20:07:49.571116+01:00,18.65,259,3,1170,UK,London,burgers
2015-06-03 20:26:59.527925+01:00,15.0,259,4,1125,UK,London,burgers
2015-06-03 20:48:50.307016+01:00,17.55,259,3,732,UK,London,burgers
2015-06-03 21:52:02.956800+01:00,17.2,259,2,1099,UK,London,burgers
2015-06-03 22:11:19.608737+01:00,15.6,259,3,372,UK,London,burgers
2015-06-04 19:23:07.820539+01:00,15.95,259,3,878,UK,London,burgers
2015-06-05 19:42:55.761980+01:00,32.3,259,6,1181,UK,London,burgers
2015-06-05 19:46:05.566291+01:00,41.45,259,3,997,UK,London,burgers
2015-06-05 20:21:37.203652+01:00,33.75,259,5,1050,UK,London,burgers
2015-06-05 21:01:27.924160+01:00,25.25,259,3,1470,UK,London,burgers
2015-06-05 21:07:56.676390+01:00,31.7,259,6,1081,UK,London,burgers
2015-06-05 21:11:01.383769+01:00,25.8,259,4,907,UK,London,burgers
2015-06-05 21:12:23.419774+01:00,18.05,259,3,1027,UK,London,burgers
2015-06-05 21:21:07.666163+01:00,35.85,259,6,1140,UK,London,burgers
2015-06-05 21:56:09.345019+01:00,28.2,259,3,1356,UK,London,burgers
2015-06-06 16:09:48.580754+01:00,16.65,259,3,674,UK,London,burgers
2015-06-06 16:13:22.616528+01:00,22.1,259,4,460,UK,London,burgers
2015-06-06 17:20:08.829249+01:00,20.65,259,4,553,UK,London,burgers
2015-06-06 18:42:42.344420+01:00,16.4,259,3,660,UK,London,burgers
2015-06-06 20:25:32.518862+01:00,26.55,259,5,1531,UK,London,burgers
2015-06-06 20:26:05.659919+01:00,26.7,259,4,1498,UK,London,burgers
2015-06-06 20:28:13.627438+01:00,26.1,259,3,1370,UK,London,burgers
2015-06-06 21:09:19.861497+01:00,18.1,259,4,689,UK,London,burgers
2015-06-06 22:40:55.286773+01:00,24.8,259,4,1072,UK,London,burgers
2015-06-06 22:50:52.243838+01:00,15.85,259,3,475,UK,London,burgers
2015-06-07 13:48:44.619169+01:00,15.85,259,3,446,UK,London,burgers
2015-06-07 15:30:05.315927+01:00,15.05,259,3,567,UK,London,burgers
2015-06-07 15:37:48.133209+01:00,15.9,259,1,482,UK,London,burgers
2015-06-07 20:13:47.639422+01:00,36.55,259,3,729,UK,London,burgers
2015-06-07 20:54:16.393648+01:00,26.5,259,4,1417,UK,London,burgers
2015-06-07 20:57:37.072270+01:00,37.6,259,4,1216,UK,London,burgers
2015-06-08 17:01:03.460511+01:00,16.35,259,3,1402,UK,London,burgers
2015-06-08 20:19:10.228769+01:00,12.7,259,2,786,UK,London,burgers
2015-06-08 20:23:26.675144+01:00,29.2,259,5,802,UK,London,burgers
2015-06-08 20:51:41.881591+01:00,16.3,259,4,1392,UK,London,burgers
2015-06-09 22:32:42.856573+01:00,16.35,259,3,16,UK,London,burgers
2015-06-10 18:45:07.647658+01:00,16.95,259,3,696,UK,London,burgers
2015-06-10 18:52:20.344342+01:00,28.2,259,4,652,UK,London,burgers
2015-06-11 21:43:55.812656+01:00,21.35,259,3,625,UK,London,burgers
2015-06-12 14:45:19.042659+01:00,49.1,259,7,479,UK,London,burgers
2015-06-12 14:49:37.148226+01:00,26.65,259,3,221,UK,London,burgers
2015-06-12 20:44:36.336555+01:00,18.05,259,3,1651,UK,London,burgers
2015-06-12 21:20:14.088947+01:00,25.65,259,4,685,UK,London,burgers
2015-06-12 21:22:28.039031+01:00,19.3,259,5,551,UK,London,burgers
2015-06-12 22:46:33.575253+01:00,16.4,259,4,1332,UK,London,burgers
2015-06-13 15:08:09.401228+01:00,10.9,259,2,223,UK,London,burgers
2015-06-13 15:21:12.902475+01:00,28.75,259,6,1501,UK,London,burgers
2015-06-13 16:45:30.130693+01:00,25.45,259,3,372,UK,London,burgers
2015-06-13 18:56:58.840613+01:00,17.05,259,3,503,UK,London,burgers
2015-06-13 19:04:02.963458+01:00,14.1,259,2,839,UK,London,burgers
2015-06-13 19:51:33.519322+01:00,15.85,259,3,113,UK,London,burgers
2015-06-13 21:32:06.640877+01:00,15.5,259,4,725,UK,London,burgers
2015-06-14 18:08:26.834835+01:00,46.0,259,5,969,UK,London,burgers
2015-06-14 19:36:16.669083+01:00,21.25,259,3,659,UK,London,burgers
2015-06-14 19:36:52.859483+01:00,18.1,259,4,623,UK,London,burgers
2015-06-15 13:18:17.391545+01:00,28.35,259,5,1423,UK,London,burgers
2015-06-17 22:34:53.543233+01:00,15.05,259,3,10,UK,London,burgers
2015-06-18 13:13:18.208132+01:00,20.45,259,3,1318,UK,London,burgers
2015-06-19 19:58:28.611103+01:00,17.8,259,2,271,UK,London,burgers
2015-06-20 13:16:09.462973+01:00,38.75,259,6,552,UK,London,burgers
2015-06-20 16:11:57.416990+01:00,38.2,259,8,740,UK,London,burgers
2015-06-20 16:30:56.940600+01:00,19.2,259,2,540,UK,London,burgers
2015-06-20 19:06:27.503962+01:00,15.95,259,3,102,UK,London,burgers
2015-06-20 19:47:30.195024+01:00,16.3,259,4,337,UK,London,burgers
2015-06-20 19:57:04.753207+01:00,26.75,259,4,733,UK,London,burgers
2015-06-20 20:31:56.401236+01:00,15.65,259,3,2397,UK,London,burgers
2015-06-20 20:53:41.854448+01:00,21.8,259,4,1102,UK,London,burgers
2015-06-20 21:46:00.737620+01:00,16.95,259,4,535,UK,London,burgers
2015-06-20 22:16:29.404594+01:00,31.15,259,5,549,UK,London,burgers
2015-06-21 19:10:02.979998+01:00,35.15,259,6,1194,UK,London,burgers
2015-06-21 19:23:18.285090+01:00,16.4,259,4,1975,UK,London,burgers
2015-06-21 19:38:24.304201+01:00,15.4,259,3,205,UK,London,burgers
2015-06-21 20:54:24.159907+01:00,34.1,259,3,910,UK,London,burgers
2015-06-22 13:42:28.613317+01:00,17.1,259,4,795,UK,London,burgers
2015-06-22 14:03:12.533041+01:00,18.85,259,2,368,UK,London,burgers
2015-06-22 20:48:29.743591+01:00,20.05,259,3,459,UK,London,burgers
2015-06-24 19:20:54.941117+01:00,105.05,259,7,536,UK,London,burgers
2015-06-24 19:48:43.918630+01:00,33.75,259,7,782,UK,London,burgers
2015-06-24 20:55:05.778943+01:00,27.95,259,5,627,UK,London,burgers
2015-06-24 21:57:19.541208+01:00,32.65,259,3,781,UK,London,burgers
2015-06-24 21:59:08.380863+01:00,16.1,259,4,678,UK,London,burgers
2015-06-25 20:28:42.634439+01:00,30.4,259,5,411,UK,London,burgers
2015-06-26 18:44:43.070774+01:00,31.7,259,3,1131,UK,London,burgers
2015-06-26 19:03:14.133912+01:00,28.85,259,4,1284,UK,London,burgers
2015-06-26 21:13:53.313632+01:00,16.55,259,4,727,UK,London,burgers
2015-06-26 21:52:02.010087+01:00,77.5,259,12,700,UK,London,burgers
2015-06-27 15:11:41.342209+01:00,16.45,259,3,72,UK,London,burgers
2015-06-27 18:52:41.184786+01:00,16.65,259,2,118,UK,London,burgers
2015-06-28 13:05:23.273817+01:00,20.5,259,4,1323,UK,London,burgers
2015-06-28 15:51:47.895973+01:00,24.15,259,3,1028,UK,London,burgers
2015-06-28 15:53:47.977250+01:00,15.65,259,4,908,UK,London,burgers
2015-06-28 16:29:28.352100+01:00,16.0,259,4,2034,UK,London,burgers
2015-06-28 20:11:06.463429+01:00,16.4,259,3,819,UK,London,burgers
2015-06-28 20:13:38.373620+01:00,31.35,259,6,1110,UK,London,burgers
2015-06-28 20:15:41.343754+01:00,32.85,259,6,987,UK,London,burgers
2015-06-28 20:23:42.173843+01:00,32.05,259,4,645,UK,London,burgers
2015-06-29 13:08:30.338004+01:00,44.35,259,6,959,UK,London,burgers
2015-06-30 20:45:07.127156+01:00,17.1,259,4,879,UK,London,burgers
2015-06-02 17:27:37.758598+01:00,18.0,76,2,1190,UK,London,argentinian
2015-06-04 21:41:56.124894+01:00,24.05,76,6,1452,UK,London,argentinian
2015-06-04 22:50:38.746521+01:00,33.9,76,2,1350,UK,London,argentinian
2015-06-16 19:57:12.250374+01:00,102.1,76,4,1434,UK,London,argentinian
2015-06-25 20:27:42.236546+01:00,30.1,76,3,1251,UK,London,argentinian
2015-06-30 15:26:01.986515+01:00,57.75,76,5,1390,UK,London,argentinian
2015-06-02 17:30:44.172575+01:00,14.9,1500,2,8206,UK,Oxford,italian
2015-06-04 21:47:11.881647+01:00,32.4,1500,3,911,UK,Oxford,italian
2015-06-05 20:30:14.154107+01:00,20.45,1500,2,1165,UK,Oxford,italian
2015-06-12 20:28:57.684901+01:00,22.0,1500,1,1123,UK,Oxford,italian
2015-06-13 17:36:59.222644+01:00,34.9,1500,5,3792,UK,Oxford,italian
2015-06-14 16:56:07.832489+01:00,13.45,1500,2,1008,UK,Oxford,italian
2015-06-17 18:18:48.862920+01:00,28.95,1500,4,921,UK,Oxford,italian
2015-06-20 21:30:10.582620+01:00,21.7,1500,3,675,UK,Oxford,italian
2015-06-28 19:13:06.945178+01:00,21.2,1500,2,2225,UK,Oxford,italian
2015-06-28 19:15:33.111385+01:00,46.15,1500,3,8288,UK,Oxford,italian
2015-06-02 17:34:25.531697+01:00,15.6,104,3,280,UK,London,burritos
2015-06-03 15:51:15.069616+01:00,15.6,104,2,20,UK,London,burritos
2015-06-04 14:33:38.206268+01:00,19.9,104,3,25,UK,London,burritos
2015-06-05 12:58:38.108761+01:00,107.8,104,11,1816,UK,London,burritos
2015-06-12 13:49:45.106788+01:00,26.8,104,4,252,UK,London,burritos
2015-06-15 12:00:32.147205+01:00,58.5,104,4,4960,UK,London,burritos
2015-06-15 15:20:50.965688+01:00,15.1,104,3,440,UK,London,burritos
2015-06-02 18:32:38.522840+01:00,17.9,799,3,2745,UK,London,italian
2015-06-03 21:11:43.349319+01:00,32.9,799,3,1620,UK,London,italian
2015-06-04 20:18:27.162218+01:00,34.15,799,3,731,UK,London,italian
2015-06-07 23:24:25.515419+01:00,21.7,799,2,800,UK,London,italian
2015-06-10 23:16:49.910501+01:00,20.4,799,2,829,UK,London,italian
2015-06-17 22:16:54.136930+01:00,17.45,799,2,697,UK,London,italian
2015-06-17 22:50:04.125262+01:00,19.4,799,3,1292,UK,London,italian
2015-06-21 22:04:01.955755+01:00,33.85,799,3,1183,UK,London,italian
2015-06-24 20:48:19.434968+01:00,41.1,799,4,927,UK,London,italian
2015-06-24 22:35:47.264729+01:00,23.85,799,1,0,UK,London,italian
2015-06-24 22:23:31.069954+01:00,37.85,799,2,4205,UK,London,italian
2015-06-26 22:47:06.435251+01:00,14.95,799,1,696,UK,London,italian
2015-06-28 21:04:12.822678+01:00,23.9,799,2,782,UK,London,italian
2015-06-02 18:01:41.038676+01:00,45.0,1933,6,3219,UK,Oxford,british
2015-06-29 18:47:24.603214+01:00,16.0,1933,3,1285,UK,Oxford,british
2015-06-02 17:49:40.192580+01:00,35.5,96,3,856,UK,London,italian
2015-06-06 22:40:50.576354+01:00,18.0,96,2,1306,UK,London,italian
2015-06-10 15:57:10.069205+01:00,25.0,96,2,534,UK,London,italian
2015-06-15 16:56:16.697386+01:00,18.5,96,2,218,UK,London,italian
2015-06-24 21:29:15.941795+01:00,45.0,96,5,661,UK,London,italian
2015-06-02 18:00:57.893582+01:00,24.4,452,3,1780,UK,London,thai
2015-06-08 20:22:48.637486+01:00,15.2,452,2,1034,UK,London,thai
2015-06-08 20:52:01.679997+01:00,15.45,452,2,1011,UK,London,thai
2015-06-11 18:15:50.288869+01:00,16.6,452,3,1525,UK,London,thai
2015-06-13 18:43:11.221393+01:00,40.45,452,5,1617,UK,London,thai
2015-06-14 20:46:42.429639+01:00,33.05,452,6,1391,UK,London,thai
2015-06-02 18:11:20.604440+01:00,22.0,2748,4,756,UK,Liverpool,american
2015-06-02 18:59:50.302261+01:00,16.0,2748,3,869,UK,Liverpool,american
2015-06-08 20:43:12.634659+01:00,22.0,2748,4,1464,UK,Liverpool,american
2015-06-12 13:52:35.816512+01:00,35.0,2748,3,2192,UK,Liverpool,american
2015-06-14 18:18:24.548513+01:00,20.0,2748,4,656,UK,Liverpool,american
2015-06-14 20:01:06.968748+01:00,16.0,2748,3,728,UK,Liverpool,american
2015-06-14 20:34:57.433280+01:00,20.0,2748,4,1330,UK,Liverpool,american
2015-06-14 20:40:25.203862+01:00,32.0,2748,5,2959,UK,Liverpool,american
2015-06-21 16:23:43.473168+01:00,20.0,2748,4,130,UK,Liverpool,american
2015-06-24 13:01:08.968133+01:00,27.0,2748,5,2574,UK,Liverpool,american
2015-06-24 17:07:38.451218+01:00,17.0,2748,2,206,UK,Liverpool,american
2015-06-25 20:56:43.924259+01:00,28.0,2748,4,846,UK,Liverpool,american
2015-06-02 18:13:34.915575+01:00,24.0,1621,4,885,UK,Birmingham,chinese
2015-06-06 21:39:27.071706+01:00,46.0,1621,6,1541,UK,Birmingham,chinese
2015-06-12 21:49:01.688548+01:00,24.0,1621,5,1273,UK,Birmingham,chinese
2015-06-16 20:57:35.685757+01:00,28.0,1621,7,1227,UK,Birmingham,chinese
2015-06-22 19:17:49.723598+01:00,24.0,1621,3,685,UK,Birmingham,chinese
2015-06-02 18:38:34.090740+01:00,26.5,2289,2,2215,UK,Brighton,pizza
2015-06-02 19:19:20.677311+01:00,19.0,2289,2,3068,UK,Brighton,pizza
2015-06-03 21:12:22.236684+01:00,16.0,2289,2,651,UK,Brighton,pizza
2015-06-05 23:46:31.804898+01:00,18.0,2289,2,75,UK,Brighton,pizza
2015-06-06 22:15:33.272555+01:00,15.0,2289,1,1192,UK,Brighton,pizza
2015-06-07 19:49:20.257923+01:00,15.5,2289,2,387,UK,Brighton,pizza
2015-06-07 20:16:10.200672+01:00,17.0,2289,2,4619,UK,Brighton,pizza
2015-06-07 22:42:12.526532+01:00,17.0,2289,2,603,UK,Brighton,pizza
2015-06-08 19:45:30.228496+01:00,15.0,2289,1,589,UK,Brighton,pizza
2015-06-08 21:28:44.833774+01:00,13.0,2289,1,317,UK,Brighton,pizza
2015-06-09 19:26:35.909600+01:00,9.5,2289,1,10,UK,Brighton,pizza
2015-06-09 20:00:29.286711+01:00,16.0,2289,2,40,UK,Brighton,pizza
2015-06-10 20:06:18.346022+01:00,24.0,2289,3,308,UK,Brighton,pizza
2015-06-10 21:22:40.971588+01:00,33.5,2289,3,334,UK,Brighton,pizza
2015-06-12 20:11:47.109089+01:00,21.0,2289,1,362,UK,Brighton,pizza
2015-06-12 20:13:02.697713+01:00,18.0,2289,2,287,UK,Brighton,pizza
2015-06-13 19:53:23.271019+01:00,27.5,2289,4,4640,UK,Brighton,pizza
2015-06-14 20:42:17.054438+01:00,21.0,2289,2,1106,UK,Brighton,pizza
2015-06-14 20:56:16.572588+01:00,19.0,2289,2,463,UK,Brighton,pizza
2015-06-19 19:59:31.748590+01:00,28.0,2289,3,501,UK,Brighton,pizza
2015-06-20 20:01:02.646053+01:00,18.0,2289,2,450,UK,Brighton,pizza
2015-06-20 20:48:17.828135+01:00,28.0,2289,3,2421,UK,Brighton,pizza
2015-06-20 21:03:26.183014+01:00,18.0,2289,2,2145,UK,Brighton,pizza
2015-06-21 17:40:22.237373+01:00,17.0,2289,2,1302,UK,Brighton,pizza
2015-06-21 21:39:41.170670+01:00,15.5,2289,2,742,UK,Brighton,pizza
2015-06-21 22:46:05.944628+01:00,18.0,2289,2,998,UK,Brighton,pizza
2015-06-22 20:32:16.371446+01:00,20.0,2289,2,338,UK,Brighton,pizza
2015-06-23 13:03:01.711999+01:00,7.5,2289,1,1512,UK,Brighton,pizza
2015-06-23 21:48:31.240504+01:00,18.0,2289,2,268,UK,Brighton,pizza
2015-06-26 13:36:50.110549+01:00,16.0,2289,2,474,UK,Brighton,pizza
2015-06-26 19:55:10.746438+01:00,17.0,2289,2,40,UK,Brighton,pizza
2015-06-26 22:06:16.666210+01:00,23.0,2289,2,828,UK,Brighton,pizza
2015-06-26 22:57:19.471497+01:00,17.0,2289,2,303,UK,Brighton,pizza
2015-06-28 18:02:12.162480+01:00,19.0,2289,1,25,UK,Brighton,pizza
2015-06-28 22:09:55.749593+01:00,19.0,2289,2,1021,UK,Brighton,pizza
2015-06-28 22:25:55.516604+01:00,17.0,2289,2,601,UK,Brighton,pizza
2015-06-30 13:18:58.194740+01:00,16.5,2289,2,241,UK,Brighton,pizza
2015-06-02 18:31:06.491298+01:00,26.5,276,4,1165,UK,London,american
2015-06-03 15:30:08.029211+01:00,8.0,276,2,644,UK,London,american
2015-06-03 20:26:14.497273+01:00,24.85,276,3,1110,UK,London,american
2015-06-04 20:48:10.061902+01:00,19.65,276,5,1804,UK,London,american
2015-06-06 17:16:44.561232+01:00,18.3,276,3,919,UK,London,american
2015-06-06 17:47:53.552004+01:00,17.8,276,3,635,UK,London,american
2015-06-06 21:04:55.958553+01:00,15.25,276,3,1008,UK,London,american
2015-06-06 21:07:55.238920+01:00,27.8,276,3,876,UK,London,american
2015-06-06 21:39:15.570993+01:00,42.4,276,5,931,UK,London,american
2015-06-06 22:24:05.268101+01:00,15.95,276,3,4054,UK,London,american
2015-06-06 22:35:23.030401+01:00,18.55,276,4,848,UK,London,american
2015-06-06 23:19:34.906541+01:00,22.85,276,5,730,UK,London,american
2015-06-07 13:07:30.055986+01:00,16.7,276,3,1232,UK,London,american
2015-06-07 19:29:08.234570+01:00,18.3,276,3,450,UK,London,american
2015-06-07 20:39:50.021564+01:00,22.8,276,3,502,UK,London,american
2015-06-07 20:41:16.694535+01:00,21.25,276,4,441,UK,London,american
2015-06-07 21:28:03.942163+01:00,29.2,276,5,880,UK,London,american
2015-06-07 22:14:34.232383+01:00,24.1,276,3,755,UK,London,american
2015-06-07 22:41:22.747484+01:00,17.0,276,4,1218,UK,London,american
2015-06-07 22:48:12.073778+01:00,28.45,276,4,940,UK,London,american
2015-06-07 23:10:20.748603+01:00,37.7,276,4,1062,UK,London,american
2015-06-08 20:21:41.159150+01:00,23.35,276,8,953,UK,London,american
2015-06-08 20:28:22.521138+01:00,15.0,276,2,755,UK,London,american
2015-06-08 21:09:39.321922+01:00,17.85,276,4,569,UK,London,american
2015-06-09 19:23:09.652293+01:00,28.15,276,5,896,UK,London,american
2015-06-09 22:17:56.026534+01:00,23.0,276,3,855,UK,London,american
2015-06-09 23:02:16.591846+01:00,29.0,276,3,1191,UK,London,american
2015-06-10 20:26:36.893745+01:00,23.8,276,4,682,UK,London,american
2015-06-10 20:54:49.376029+01:00,16.5,276,3,850,UK,London,american
2015-06-10 22:34:13.062381+01:00,27.0,276,3,553,UK,London,american
2015-06-10 23:17:33.720797+01:00,16.05,276,4,595,UK,London,american
2015-06-11 21:29:00.763284+01:00,34.3,276,4,1054,UK,London,american
2015-06-11 22:57:55.943903+01:00,71.75,276,5,1132,UK,London,american
2015-06-12 21:09:42.869266+01:00,27.45,276,5,918,UK,London,american
2015-06-12 21:17:33.054258+01:00,22.05,276,4,1284,UK,London,american
2015-06-12 23:18:22.771176+01:00,17.15,276,3,669,UK,London,american
2015-06-13 16:20:56.012089+01:00,18.05,276,4,869,UK,London,american
2015-06-13 16:20:56.023851+01:00,18.95,276,3,1825,UK,London,american
2015-06-13 19:56:10.231582+01:00,15.55,276,3,698,UK,London,american
2015-06-13 22:33:13.254281+01:00,16.9,276,3,438,UK,London,american
2015-06-14 18:53:03.519363+01:00,41.2,276,5,989,UK,London,american
2015-06-14 18:54:24.364687+01:00,17.35,276,3,489,UK,London,american
2015-06-14 20:56:20.226577+01:00,23.1,276,4,549,UK,London,american
2015-06-14 21:19:57.374641+01:00,22.2,276,4,504,UK,London,american
2015-06-15 13:16:47.448556+01:00,15.9,276,3,1574,UK,London,american
2015-06-17 19:03:57.946291+01:00,18.65,276,3,640,UK,London,american
2015-06-17 19:45:32.166684+01:00,31.15,276,4,1587,UK,London,american
2015-06-17 20:27:34.561467+01:00,15.45,276,3,537,UK,London,american
2015-06-17 22:32:32.519503+01:00,44.7,276,7,801,UK,London,american
2015-06-17 22:50:01.358326+01:00,18.15,276,3,574,UK,London,american
2015-06-17 22:52:25.820883+01:00,15.5,276,2,429,UK,London,american
2015-06-18 21:07:49.286181+01:00,27.5,276,5,779,UK,London,american
2015-06-18 21:24:20.820002+01:00,32.3,276,4,906,UK,London,american
2015-06-18 21:24:36.336861+01:00,44.95,276,8,886,UK,London,american
2015-06-19 20:53:39.687976+01:00,21.55,276,4,1114,UK,London,american
2015-06-19 23:11:50.925694+01:00,11.8,276,2,421,UK,London,american
2015-06-19 23:45:01.201746+01:00,25.2,276,3,616,UK,London,american
2015-06-20 13:03:31.717297+01:00,17.5,276,3,539,UK,London,american
2015-06-20 13:19:56.228654+01:00,24.85,276,4,748,UK,London,american
2015-06-20 15:10:31.511646+01:00,32.5,276,5,1432,UK,London,american
2015-06-20 17:11:50.228633+01:00,18.3,276,4,715,UK,London,american
2015-06-20 18:41:03.906373+01:00,62.15,276,9,3116,UK,London,american
2015-06-21 15:02:12.692854+01:00,22.25,276,5,2266,UK,London,american
2015-06-21 16:03:12.397416+01:00,17.8,276,3,1067,UK,London,american
2015-06-21 19:35:17.278227+01:00,20.7,276,3,648,UK,London,american
2015-06-21 20:00:03.244622+01:00,34.65,276,5,918,UK,London,american
2015-06-21 20:06:21.482063+01:00,56.35,276,11,984,UK,London,american
2015-06-22 20:12:40.196851+01:00,24.05,276,4,1155,UK,London,american
2015-06-22 20:57:32.712059+01:00,23.05,276,4,1009,UK,London,american
2015-06-22 22:18:04.598256+01:00,22.3,276,5,624,UK,London,american
2015-06-24 20:23:04.178603+01:00,43.8,276,6,1250,UK,London,american
2015-06-25 20:21:57.059343+01:00,16.0,276,3,579,UK,London,american
2015-06-25 20:52:22.735289+01:00,17.05,276,3,579,UK,London,american
2015-06-25 21:07:36.365385+01:00,30.95,276,4,948,UK,London,american
2015-06-25 22:20:23.602665+01:00,18.85,276,3,881,UK,London,american
2015-06-27 22:52:07.119267+01:00,35.55,276,4,805,UK,London,american
2015-06-27 23:17:11.383834+01:00,38.35,276,8,2006,UK,London,american
2015-06-28 22:02:57.027881+01:00,39.4,276,6,1269,UK,London,american
2015-06-28 22:54:37.841055+01:00,6.5,276,1,904,UK,London,american
2015-06-30 14:39:00.768899+01:00,12.2,276,2,378,UK,London,american
2015-06-30 18:49:31.041518+01:00,19.4,276,4,1099,UK,London,american
2015-06-30 21:41:30.961769+01:00,24.4,276,3,1318,UK,London,american
2015-06-02 18:31:07.570309+01:00,30.5,1645,5,962,UK,London,american
2015-06-02 19:21:20.611108+01:00,31.5,1645,3,627,UK,London,american
2015-06-06 19:51:09.189881+01:00,17.0,1645,3,594,UK,London,american
2015-06-06 21:43:56.063626+01:00,18.5,1645,4,724,UK,London,american
2015-06-07 14:43:25.701884+01:00,21.0,1645,3,601,UK,London,american
2015-06-10 20:20:58.406446+01:00,20.0,1645,3,781,UK,London,american
2015-06-10 20:38:30.672551+01:00,20.5,1645,5,797,UK,London,american
2015-06-13 17:05:04.664054+01:00,23.5,1645,3,1213,UK,London,american
2015-06-19 19:01:11.526653+01:00,36.0,1645,3,747,UK,London,american
2015-06-19 19:51:36.803632+01:00,38.0,1645,8,478,UK,London,american
2015-06-20 19:08:29.257604+01:00,32.5,1645,5,1149,UK,London,american
2015-06-27 19:13:40.203336+01:00,34.0,1645,2,701,UK,London,american
2015-06-02 18:31:18.796940+01:00,15.4,325,3,954,UK,London,mediterranean
2015-06-07 22:12:42.170062+01:00,16.25,325,4,982,UK,London,mediterranean
2015-06-21 21:12:55.539798+01:00,30.8,325,4,1364,UK,London,mediterranean
